Date,Open,High,Low,Close,Volume,Adj Close
7/6/13,9689.21,9880.76,9648.26,9743.62,4691240000,9743.62
7/2/13,9732.23,9798.19,9603.8,9686.48,3968500000,9686.48
7/1/13,9773.27,9834.71,9596.04,9732.53,6435770000,9732.53
6/30/13,9868.34,9951.47,9741.07,9774.02,5067080000,9774.02
6/29/13,10135.72,10135.72,9786.45,9870.3,6136700000,9870.3
6/28/13,10143.05,10246.82,10070.12,10138.52,3896410000,10138.52
6/25/13,10153.48,10261.1,10039.97,10143.81,5128840000,10143.81
6/24/13,10297.08,10314.31,10112.6,10152.8,4814830000,10152.8
6/23/13,10293.3,10393.89,10195.81,10298.44,4526150000,10298.44
6/22/13,10441.95,10524.78,10276.14,10293.52,4514380000,10293.52
6/21/13,10452.46,10627.19,10387.54,10442.41,4514360000,10442.41
6/18/13,10435,10513.75,10379.6,10450.64,4555360000,10450.64
6/17/13,10409.98,10479.74,10293.49,10434.17,4557760000,10434.17
6/16/13,10404.24,10456.39,10289.37,10409.46,5002600000,10409.46
6/15/13,10192.4,10416.11,10192.4,10404.77,4644490000,10404.77
6/14/13,10211.83,10354.97,10175.02,10190.89,4425830000,10190.89
6/11/13,10166.78,10235.1,10038.31,10211.07,4059280000,10211.07
6/10/13,9901.67,10206.61,9901.67,10172.53,5144780000,10172.53
6/9/13,9941.57,10093.33,9859.04,9899.25,5983200000,9899.25
6/8/13,9812.94,9971.57,9726.33,9939.98,6192750000,9939.98
6/7/13,9931.75,10025.84,9798.73,9816.49,5467560000,9816.49
6/4/13,10249.61,10249.61,9881.11,9931.97,6180580000,9931.97
6/3/13,10250.67,10348.84,10158.92,10255.28,4995970000,10255.28
6/2/13,10025.61,10256.57,10007.09,10249.54,5026360000,10249.54
6/1/13,10133.94,10249.27,9976.56,10024.02,5271480000,10024.02
5/28/13,10258,10293.45,10078.66,10136.63,4871210000,10136.63
5/27/13,9971.73,10279.01,9971.73,10258.99,5698460000,10258.99
5/26/13,10045.11,10211.6,9937.79,9974.45,4521050000,9974.45
5/25/13,10061.43,10061.43,9756.11,10043.75,7329580000,10043.75
5/24/13,10193.46,10235.63,10028.78,10066.57,5224040000,10066.57
5/21/13,10063.93,10225.88,9860.93,10193.39,5452130000,10193.39
5/20/13,10440.21,10440.21,10042.46,10068.01,8328569600,10068.01
5/19/13,10505.7,10558.56,10306.22,10444.37,6765800000,10444.37
5/18/13,10625.45,10760.05,10463.15,10510.95,6170840000,10510.95
5/17/13,10616.98,10707.3,10424.72,10625.83,5922920000,10625.83
5/14/13,10780.68,10780.68,10509.89,10620.16,6126400000,10620.16
5/13/13,10896.61,10952.84,10752.72,10782.95,4870640000,10782.95
5/12/13,10742.15,10941.88,10725.81,10896.91,5225460000,10896.91
5/11/13,10780,10888.3,10653.71,10748.26,5842550000,10748.26
5/10/13,10386.18,10880.14,10386.18,10785.14,6893700000,10785.14
5/7/13,10519.42,10622.27,10221.5,10380.43,9472910400,10380.43
5/6/13,10862.22,10925.86,9787.17,10520.32,10617809600,10520.32
5/5/13,10918.4,10984.05,10754.3,10868.12,6795940000,10868.12
5/4/13,11149.48,11149.48,10843.71,10926.77,6594720000,10926.77
5/3/13,11009.6,11203.37,11004.15,11151.83,4938050000,11151.83
4/30/13,11168.23,11235.94,10984.35,11008.61,6048260000,11008.61
4/29/13,11045.64,11232.54,11045.64,11167.32,6059410000,11167.32
4/28/13,10988.87,11115.63,10938.48,11045.27,6342310000,11045.27
4/27/13,11203.67,11260.88,10962.81,10991.99,7454540000,10991.99
4/26/13,11205.11,11308.95,11150.01,11205.03,5647760000,11205.03
4/23/13,11132.18,11247.2,11058.87,11204.28,5326060000,11204.28
4/22/13,11119.78,11175.33,10975.66,11134.29,6035780000,11134.29
4/21/13,11116.91,11217.35,11018.59,11124.92,5724310000,11124.92
4/20/13,11093.11,11190.22,11045.8,11117.06,5316590000,11117.06
4/19/13,11018.36,11116.76,10940.6,11092.05,6597740000,11092.05
4/16/13,11143.66,11186.82,10947.55,11018.66,8108470400,11018.66
4/15/13,11122.96,11189.61,11051.31,11144.57,5995330000,11144.57
4/14/13,11020.7,11147.14,11004.61,11123.11,5760040000,11123.11
4/13/13,11006.72,11072.7,10925.86,11019.42,5403580000,11019.42
4/12/13,10996.75,11066.96,10957.22,11005.97,4607090000,11005.97
4/9/13,10926.92,11032.12,10894.19,10997.35,4511570000,10997.35
4/8/13,10896.99,10969.92,10810.15,10927.07,4726970000,10927.07
4/7/13,10961.95,11000.22,10835.77,10897.52,5101430000,10897.52
4/6/13,10972.49,11017.76,10893.89,10969.99,4086180000,10969.99
4/5/13,10927.45,11026.75,10880.36,10973.55,3881620000,10973.55
4/1/13,10857.31,10983.14,10851.57,10927.07,4006870000,10927.07
3/31/13,10907.34,10933.19,10802.22,10856.63,4484340000,10856.63
3/30/13,10895.02,10968.56,10837.21,10907.42,4085000000,10907.42
3/29/13,10849.23,10954.43,10827.91,10895.86,4375580000,10895.86
3/26/13,10841.29,10934.85,10801.84,10850.36,4708420000,10850.36
3/25/13,10837.51,10985.26,10818.77,10841.21,5668900000,10841.21
3/24/13,10887.62,10925.48,10788.77,10836.15,4705750000,10836.15
3/23/13,10787.18,10906.06,10752.41,10888.83,4411640000,10888.83
3/22/13,10741,10836.68,10672.23,10785.89,4261680000,10785.89
3/19/13,10780,10869.55,10665.35,10741.98,5212410000,10741.98
3/18/13,10733.44,10821.49,10686.89,10779.17,4234510000,10779.17
3/17/13,10686.36,10787.86,10658.1,10733.67,4963200000,10733.67
3/16/13,10642.53,10717.42,10594.16,10685.98,4369770000,10685.98
3/15/13,10623.41,10680.32,10540.65,10642.15,4164110000,10642.15
3/12/13,10611.77,10690.9,10561.66,10624.69,4928160000,10624.69
3/11/13,10560.98,10626.73,10489.87,10611.84,4669060000,10611.84
3/10/13,10560.13,10639.05,10502.64,10567.33,5469120000,10567.33
3/9/13,10552.24,10637.46,10493.49,10564.38,5185570000,10564.38
3/8/13,10563.78,10632.48,10500.9,10552.52,3774680000,10552.52
3/5/13,10445.13,10587.13,10445.13,10566.2,4133000000,10566.2
3/4/13,10396.53,10484.05,10363.88,10444.14,3945010000,10444.14
3/3/13,10406.28,10496.22,10359.58,10396.76,3951320000,10396.76
3/2/13,10404.16,10493.8,10359.8,10405.98,4134680000,10405.98
3/1/13,10326.1,10444.6,10320.05,10403.79,3847640000,10403.79
2/26/13,10321.41,10391.24,10250.45,10325.26,3945190000,10325.26
2/25/13,10366.6,10366.6,10155.75,10321.03,4521130000,10321.03
2/24/13,10284,10416.94,10271.61,10374.16,4168360000,10374.16
2/23/13,10383.16,10430.16,10239.34,10282.41,4521050000,10282.41
2/22/13,10402.43,10468.55,10333.05,10383.38,3814440000,10383.38
2/19/13,10387.77,10459.18,10316.5,10402.35,3944280000,10402.35
2/18/13,10309.39,10416.79,10255.58,10392.9,3878620000,10392.9
2/17/13,10261.48,10366.83,10223.16,10309.24,4259230000,10309.24
2/16/13,10100.81,10292.62,10100.81,10268.81,4080770000,10268.81
2/12/13,10137.23,10140.18,9962.13,10099.14,4160680000,10099.14
2/11/13,10037.85,10184.85,9963.19,10144.19,4400870000,10144.19
2/10/13,10055.46,10120.15,9946.26,10038.38,4251450000,10038.38
2/9/13,9910.28,10154.24,9910.28,10058.64,5114260000,10058.64
2/8/13,10005.43,10059.24,9882.85,9908.39,4089820000,9908.39
2/5/13,10003.69,10078.89,9822.84,10012.23,6438900000,10012.23
2/4/13,10273.12,10273.12,9984.35,10002.18,5859690000,10002.18
2/3/13,10291.73,10356.86,10192.03,10270.55,4285450000,10270.55
2/2/13,10186.13,10333.35,10138.75,10296.85,4749540000,10296.85
2/1/13,10068.99,10227.24,10068.99,10185.53,4077610000,10185.53
1/29/13,10122.04,10272.29,10014.35,10067.33,5412850000,10067.33
1/28/13,10236.92,10310.68,10023.8,10120.46,5452400000,10120.46
1/27/13,10194.29,10294.13,10060.98,10236.16,5319120000,10236.16
1/26/13,10195.35,10323,10102.17,10194.29,4731910000,10194.29
1/25/13,10175.1,10316.65,10135.95,10196.86,4481390000,10196.86
1/22/13,10389.58,10450.04,10133.15,10172.98,6208650000,10172.98
1/21/13,10603.91,10651.14,10334.18,10389.88,6874289600,10389.88
1/20/13,10719.69,10719.69,10492.36,10603.15,4810560000,10603.15
1/19/13,10608.37,10763.45,10555.47,10725.43,4724830000,10725.43
1/15/13,10706.99,10736.54,10529.09,10609.65,4758730000,10609.65
1/14/13,10680.16,10767.15,10619.02,10710.55,3915200000,10710.55
1/13/13,10628.09,10747.12,10569.07,10680.77,4170360000,10680.77
1/12/13,10662.86,10701.48,10523.35,10627.26,4716160000,10627.26
1/11/13,10620.31,10739.87,10538.91,10663.99,4255780000,10663.99
1/8/13,10606.4,10653.11,10509.74,10618.19,4389590000,10618.19
1/7/13,10571.11,10655.6,10471.73,10606.86,5270680000,10606.86
1/6/13,10564.72,10655.22,10488.28,10573.68,4972660000,10573.68
1/5/13,10584.56,10647.14,10468.86,10572.02,2491020000,10572.02
1/4/13,10430.69,10641.62,10430.69,10583.96,3991400000,10583.96
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
